Comment,Emotion
Saya merasa marah pada diri saya sendiri karena merasa sadar diri tentang celana pendek saya atau berharap bahwa saya tidak sendirian,anger
Saya merasakan hal -hal yang kecil tetapi tidak sejauh manusia tampaknya merasa perang telah dimulai dari hal -hal kecil yang bodoh dan mencoba karena saya mungkin tidak dapat memahami bagaimana hal -hal seperti mencintai dua orang atau merasa cemburu dapat menyebabkan pembunuhan dan ketidakbahagiaan,anger
Saya merasa sangat rewel pagi ini dan mampir di sini benar -benar membuat saya merasa jauh lebih baik,anger
Saya baru kemarin merasa tidak nyaman dengan desahan sekolah menengah,fear
Saya merasa lebih baik sekarang di menu malam ini,joy
Saya merasa sangat ragu untuk mengatakan sesuatu yang positif mencoba menahan napas karena tidak ada yang benar -benar penting sampai saya tahu bahwa Shaun telah melewati DLPT,fear
Saya merasa stres saya akan menonton film sendirian atau hanya berjalan di jalanan sendirian,anger
Saya mengelupas karapas crud yang telah menyelimuti saya selama tiga puluh jam terakhir saya merasa bersemangat dan akhirnya siap menghadapi hari itu,joy
Saya menemukan bahwa itu memberi saya perasaan kepuasan yang luar biasa untuk membuat posting blog hidangan lezat beberapa foto resep tertulis yang pekerjaan nyata selesai dengan perasaan yang langka dalam hidup saya sebagai ibu tinggal di rumah ibu rumah,joy
Saya merasakan banyak tekanan tetapi saya bertekad untuk menyelesaikannya sehingga saya dapat mengunjungi saudara perempuan saya di bulan Mei dengan hati nurani yang jelas,joy
Saya merasa gelisah karena sesuatu yang tidak penting atau merasa bosan saya akan mengingat kutipan ini,anger
Saya merasa bitchy saya kira,anger
"Saya sangat menyesal bahwa saya mengizinkan Johann untuk menemani saya dari Khartoum, saya merasa yakin dia tidak akan pernah bisa berkumpul dari descara yang sekarang",joy
Saya merasa telah diyakinkan oleh banyak faktor dalam budaya kita dari jenis mistik memasak,joy
"Saya merasa sangat marah, sedih lelah dan bosan hari ini",anger
Saya merasa jauh lebih meriah dengan pohon itu,joy
Saya merasa seperti seorang profesional kreatif yang Anda butuhkan untuk memiliki outlet kreatif yang tidak tertekan untuk mendapatkan terinspirasi kembali,joy
Saya merasa sangat tertekan karena mendukung kampanye ini dan dengan Senator Jackson memberi tahu CNN,fear
Saya merasa seperti menjengkelkan dengan memposting setiap tiga detik,anger
Seorang gadis masuk di divisi tempat saya bekerja dan menyapa semua orang tetapi bukan saya,anger
Saya mulai merasa khawatir tentang hal itu,fear
Saya seharusnya tidak merasa takut kita bisa berhenti harus mengawasi diri kita sendiri,fear
Saya merasa pahit terhadap mereka Tuhan,anger
Saya menjadi seorang remaja dan jika Anda merasa perlu membuat komentar sarkastik yang Anda bisa bercinta dengan baik,anger
Aku benci melihat jendela merah itu bahkan lebih sebagai apa yang aku rasakan di dalam beresonansi dengan dunia yang tidak peduli dingin yang aku tahu ada di belakang mereka membuatku lebih sadar akan rasa sakit ini di dalam diriku,anger
Saya bisa mengerti merasa tidak yakin tentang tautan ABC,fear
Saya datang ke Cina dengan perasaan sedikit takut akan segala sesuatu di sekitar saya,fear
Saya lelah mendengar perasaan komunikasi yang unik ini dan betapa tulusnya Anda,joy
Saya merasa bahwa Nellie puas bahwa telepon berdering senang bahwa Leslie keluar dari ruangan sekarang,joy
Saya merasa aneh mengapa jarang orang makan di sana,fear
Saya tidak merasa takut,fear
"Saya sedikit memperlambat untuk tetap bersamanya sebagian karena saya merasa seperti jika saya mulai menang, dia hanya akan menyerah dan sebagian karena saya takut jika saya mendorongnya dia akan bunuh diri mencoba untuk tetap bersamaku",fear
Saya merasa bitchy hari ini seolah -olah hari ini saya menyadari bahwa saya tidak bisa mengandalkan teman saya lagi,anger
Saya merasa bahwa fondasi iman saya telah terguncang sampai ke inti,fear
Saya memang merasa bahwa akhirnya agak terburu -buru dan saya bertanya -tanya apakah saya mungkin melewatkan tanda -tanda tertentu tetapi itu adalah hal yang kecil ketika cerita itu membuat ketagihan dan Anda tidak melihat waktu berlalu,anger
Saya tidak merasa seperti berada di tepi dan sampai pada titik di mana saya tidak peduli tentang siapa yang menang dan neraka dengan itu apakah pertarungan ini bahkan akan berakhir,anger
Saya merasa sangat tidak yakin impulsif hanya di a,fear
Saya merasa kewalahan ketika saya memikirkan suatu negara yang menderita,fear
Terkadang saya merasa sangat tidak berperasaan karena saya tidak memiliki kemampuan untuk meratapi orang -orang yang tersesat yang berhubungan dengan kakek nenek masa lalu saya,anger
"Saya merasa sangat bebas, saya merasa dapat menumbuhkan sayap amp terbang",joy
Saya tidak bisa menahan diri untuk merasa marah ketika saya meninggalkan gedung,anger
Saya hanya merasa agak tidak berperasaan sekarang,anger
Saya merasa keras kepala dan kuat dan siap melawan penyakit ini,anger
Saya juga merasa sangat senang bahwa saya memutuskan dengan baik yang di -cajoled diganggu dan diperintahkan untuk pergi berlari malam ini,joy
Saya tidak yakin merasa sedikit dirugikan oleh polisi sheriff atau TSA selalu merupakan hal yang buruk,anger
Saya merasa sangat hidup,joy
Saya tidak perlu menyebutkan perbedaan kami tetapi saya merasa sangat rentan karena perbedaannya dan sedikit takut bahwa di tempat lain saya melakukan sesuatu yang salah,fear
Saya sudah merasa kurang gelisah,anger
Saya ingin merasa energik lagi dan ketika saya melakukan sedikit olahraga setiap hari baik menit saya merasa lebih terjaga dan lebih fokus,joy
Saya merasa seperti orang yang serakah karena menyukai dua orang,anger
Saya merasa tersinggung dan saya pikir adil,anger
Saya berpikir bahwa merasa sangat dingin kemarin lebih tergantung pada saya menyeduh sesuatu daripada cuaca yang sebenarnya,anger
Saya paling ekspresif saat saya merasa bingung,fear
Saya merasa bahwa baunya tidak akan menyenangkan,joy
Saya memiliki masalah kontrol meskipun mereka benar -benar hanya menendang buruk ketika saya merasa tidak terlindungi atau tidak mempercayai jaring pengaman saya,fear
"Saya tidak bisa membiarkan semua perasaan ini dalam satu kedipan saya bukan orang yang tidak berperasaan seperti Anda, saya memberi Anda banyak perubahan, saya memberi Anda banyak perubahan yang akan datang dan mengubah keputusan Anda, saya memberi banyak perubahan untuk menemukan saya tetapi Anda melemparkannya seperti omong kosong",anger
Saya merasa sangat dibenci dan saya merasa dunia ini hancur lagi ke saya,anger
Saya merasa membosankan dan gelisah,fear
Saya tidak merasa frustrasi lagi dari kampanye media AS yang ganas melawan Mesir karena semakin mereka menyerang kita semakin kita tahu bahwa kita berada di jalur yang benar,anger
Saya perlu mengelola uang pengeluaran saya dengan lebih bijak tetapi saya merasa tidak pasti dan stres akhir -akhir ini,fear
seperti dalam kesedihan a,anger
Saya merasa sangat tidak nyaman dengan kata pahlawan,fear
Saya merasa terlalu terganggu untuk benar -benar menulis substansi apa pun,anger
Aku merasa indah aku tip ke belakang aku sangat ambisius aku melihat ke belakang aku berlomba dan kamu buku yang aku baca jadi rasakan jari -jariku saat mereka menyentuh lenganmu aku berputar dan aku merasa baik -baik saja buku yang aku baca ada di matamu di matamu di matamu di matamu,joy
Saya mendengarnya entah bagaimana itu membuat saya merasa aneh,fear
Saya mulai menjelaskan apa masalah terbesar saya adalah meningkatkan perasaan saya dan kemudian membuang semua masalah itu ke satu orang dan pencarian egois saya untuk kebahagiaan ketika saya merasakan semua orang di sekitar saya menemukan kebahagiaan mereka,anger
ive memiliki waktu yang agak sulit mencoba menemukan sesuatu untuk dirasakan,joy
Saya merasa seperti orang -orang seperti ini tidak tertangkap oleh karena itu pemerintah memainkannya ketika mereka menangkap penjahat kejahatan kecil untuk membuat diri mereka terlihat lebih baik,anger
Saya menelepon seseorang yang saya rasa perlu setidaknya berbicara beberapa menit untuk tidak bersikap kasar,anger
Saya pikir saya juga merasa gelisah,fear
Saya meminta mereka untuk bergabung dengan saya dalam menciptakan dunia di mana gadis -gadis berusia sepanjang tahun dapat tumbuh dengan perasaan penuh harapan dan kuat,joy
Saya merasa aneh bersyukur ketika hal -hal buruk seperti itu di sisi lain lautan yang mengelilingi negara itu terjadi setiap hari,fear
Saya tahu saya perlu pergi ke sana tetapi telah menyeret kaki saya kombo merasa diintimidasi oleh penghalang bahasa dan jadwal anak -anak tidur siang,fear
Saya diberitahu oleh orang -orang Horsey bahwa mereka adalah penemuan yang langka jadi saya merasa sangat beruntung,joy
"Saya merasa bahwa ketika kami mempelajarinya, kami menemukan bahwa ia memang merupakan contoh sempurna dari apa yang seharusnya menjadi orang Kristen dan terutama orang suci di zaman",joy
Saya merasa pemberontak jadi saya memakannya,anger
Saya merasa tidak yakin tentang motifnya dan merasakan ketidakseimbangan dalam komitmen kami terhadap proses konseling untuk rekonsiliasi,fear
Saya masih merasa aneh tentang sehari sebelumnya,fear
Saya merasa seperti sekarang saya memiliki kesempatan untuk menjadi pintar untuk merangkul pengetahuan dan benar -benar belajar tentang semua yang saya lamun untuk belajar,joy
Saya merasa bermanfaat lagi dan berfungsi sebagai pengingat bahwa ive datang jauh sejak hari -hari pertama vertigo,joy
Saya bisa merasakan darah di nadi saya menjadi dingin,anger
Saya mulai merasa sangat emosional sepanjang waktu yang sangat aneh,joy
Saya merasa sangat memberontak sekarang karena saya menulis ini adalah kelas teknik saya,anger
"Saya dulu merasa seolah -olah saya akan dibenci dan apa pun, jadi saya tetap diam tentang Tuhan",anger
"Saya merasa hidup saya terancam oleh penyakit, saya kehilangan akal sehat",fear
Saya benar -benar berharap bahwa mereka akan cukup jauh di depan kami sehingga kami bisa merasa seperti kami melakukan navigasi kami sendiri sehingga saya senang ketika setelah meninju kontrol kedua mereka menuju ke jalan setapak melalui hutan,joy
Saya merasa sangat frustrasi tetapi saya tidak bisa memberi tahu mereka,anger
Saya ingin mengatakan sesuatu kepadanya tetapi itu hanya getaran yang buruk dan saya merasa bermusuhan tidak berpikir itu adalah malam yang baik untuk melakukannya,anger
Saya merasakan mata banyak orang berpaling jijik dengan kesenangan diri sendiri keberanian seorang wanita Inggris untuk mengakui titik kegagalan ini,anger
Saya merasa sangat terpesona bahwa saya memiliki orang -orang ini dalam hidup saya dan bahwa saya berada di babak yang luar biasa,joy
Saya merasa cemburu pada semua orang yang memiliki kesempatan untuk bertemu Anda setiap hari,anger
Saya dibesarkan secara pribadi beberapa minggu yang lalu bahwa saya merasa menjadi sasaran setelah merasa frustrasi dan diremehkan,anger
Saya merasa terhormat bahwa klien saya berjalan melewati pintu saya kadang -kadang untuk pertama kalinya dan percaya kepada saya dengan bundel sukacita yang baru satu minggu,joy
Saya yakin ini film yang bagus tapi saya rasa saya tidak merasa terlalu menghargai dan hanya mengalami hari yang panjang,joy
Saya merasa curiga terhadap benda -benda yang tidak masuk akal dan seolah -olah rumah saya sebenarnya adalah set permainan atau film atau semacam model dirinya sendiri dan bagaimana saya bisa berada di sini dan mengapa karpet itu menatap saya seperti itu,fear
"Saya merasa ragu -ragu untuk meletakkan kata -kata di halaman ini dengan perasaan seperti setiap kali saya menekan kunci, saya menggoda nasib untuk mengambil ini dari saya",fear
Saya menyaksikan salju turun dan menumpuk di pohon konifer ketika saya menyekop lengan baju saya dan merasa kuat,joy
Saya merasa bahwa itu bisa menjadi hasil yang lebih sukses seandainya saya menjelajahi gaya baru tetapi tetap dekat dengan saya dan tetap sendiri,joy
Saya merasa senang saya masih bisa mengajarinya di rumah sendiri,joy
Saya merasa kewalahan saya bisa memberi orang jari tengah atau menyuruh mereka untuk pergi,fear
ive merasa puas dengan kinerja mobil saya,joy
Saya cenderung kehilangan perasaan untuk air dengan cukup cepat ketika saya tidak berada di dalam air setiap hari dan saya merasakan ini selama balapan,joy
teman flat saya sedang mengajukan pertanyaan tentang hubungan saya dengan pacar saya,anger
Saya merasa terhormat bahwa dia telah memilih untuk membagikan ini dengan saya,joy
Aku merasa kita semua di dunia ini pintar hanya tergantung pada bagaimana kamu dilahirkan jika kamu dilahirkan untuk lebih baik tetapi masih akan memiliki beberapa hal baik yang kamu miliki hanya karena kamu menyadarinya lol aku noe ite ite ite Cukup lumpuh semoga tidak ada yang membacanya img src http dibagikan,joy
Saya harus bertanya -tanya ketika Anda menggunakan manusia gua dan Anda memberi tahu Anda sempurna untuk bagian itu apakah Anda merasa dihina atau dipuji,anger
Saya merasa tinggi sangat gembira sehingga menjadi normal terasa seperti setetes satu mil dan tidak bahagia itu menyiksa,joy
Saya merasa sangat meriah sekarang dan bukan hanya karena ini adalah adegan musim dingin yang indah ketika saya berjalan anjing tempo hari http href,joy
ive bekerja banyak dari mereka dan belum menemukan satu yang membuat saya merasa puas dengan cara saya menghabiskan hari lain bahwa saya tidak akan pernah kembali,joy
"Saya tidak tahu mengapa saya merasa begitu sarkastik malam ini tetapi Christian tampaknya menikmati olok -olok saya dan setiap kali Seth meminta maaf atas perilaku saya, Christian mengatakan kepadanya bahwa itu baik -baik saja dan mengunci mata dengan saya",anger
"Saya merasa gelisah karena bagaimana apa yang dimainkan anak -anak, saya bertanya pada diri saya sendiri apakah saya bermain seperti ini ketika saya masih kecil",fear
Saya merasa sangat bersemangat dan bersemangat,joy
Saya tidak punya masalah dengan yang jelas saya pergi Cina bersama mereka kemarin dan saya merasa tidak bersahabat dengan salah satu dari mereka,anger
Saya menemukan bahwa saya tidak pernah berhenti merasa bersemangat untuk masa depan perusahaan kami,joy
Saya duduk bersama Dave Atell pada awalnya berusaha untuk tidak merasa kasar saat orang -orang makan,anger
Saya pandai menyembunyikan perasaan saya yang sebenarnya atau mengaburkannya dengan nada sarkastik,anger
ive merasa sangat energik di malam hari dan sejujurnya saya membutuhkan ini,joy
Saya bisa merasakan awal dari pilek jadi saya pikir saya pantas mendapatkan mandi air panas yang sangat tinggi,anger
Saya cenderung percaya bahwa saya terlalu malas untuk merasa sangat serakah,anger
